Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/15 16:12,90112420,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0665835,18022484,24677783.1,45055669,320,90112024,45056012,32.5269119,45056035,45055989,90112100,45056050,57.9827561,45056091,45056009,0,0,0,0,60,60,0.03329175,0.03329175,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1.44E+15,36787604.6,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-216.58.220.99-57157-443-6,10.152.152.11,57157,216.58.220.99,443,6,24/07/15 16:12,90112353,3,3,0,0,0,0,0,0,0,0,0,0,0,0.06658355,18022470.6,24677857.5,45055719,278,90112014,45056007,14.1421356,45056017,45055997,90112075,45056037.5,0.70710678,45056038,45056037,0,0,0,0,60,60,0.03329177,0.03329177,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,2598,0,20,0,0,0,0,1.44E+15,36787702.5,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-216.58.220.99-57157-443-6,10.152.152.11,57157,216.58.220.99,443,6,24/07/15 16:14,14647662,1,3,0,154,0,0,0,0,154,0,51.3333333,88.9119415,10.5136233,0.27308112,4882554,8456417.64,14647184,26,0,0,0,0,0,14647210,7323605,10357104.7,14647184,26,0,0,0,0,20,60,0.06827028,0.20481084,0,154,30.8,68.8708937,4743.2,1,0,0,1,4,0,0,0,3,38.5,0,51.3333333,0,0,0,0,0,0,0,0,0,38,2640,2598,0,20,0,0,0,0,1.44E+15,0,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/15 16:13,113515977,308,313,166917,27165,1460,0,541.938312,605.967834,890,0,86.7891374,178.584571,1709.7329,5.47059556,183090.285,718907.732,6719623,7,113515220,369756.417,991345.086,6720030,31,113515623,363832.125,981565.065,6719930,7,0,0,0,0,6160,6260,2.71327445,2.75732111,0,1460,314.376206,501.453796,251455.91,0,0,0,245,621,0,0,0,1,314.882448,541.938312,86.7891374,0,0,0,0,11,4967,0,268,0,43,21142,8323,212,20,0,0,0,0,1.44E+15,34613076.2,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/15 16:13,114730121,275,265,13058,136034,485,0,47.4836364,71.4047954,1460,0,513.335849,584.087248,1299.50181,4.70669773,212857.367,981676.924,9447987,6,114690731,418579.31,1347740.13,9447987,10,114730099,434583.708,1374316.58,9458243,32,1,0,0,0,5500,5300,2.3969294,2.30976833,0,1460,276.027726,472.878327,223613.912,0,0,0,232,540,0,0,0,0,276.538889,47.4836364,513.335849,0,0,0,0,20,4246,0,24,0,251,21627,9520,109,20,0,0,0,0,1.44E+15,35311890.7,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/15 16:14,119996187,3554,3144,208319,457035,182,0,58.615363,52.3423294,965,0,145.367366,191.231197,5544.79285,55.8184403,17917.9016,18134.4929,126759,27,119996187,33773.2021,24952.9811,129842,56,119881672,38142.4346,23896.4874,151784,81,0,0,0,0,71080,62880,29.6176078,26.2008325,0,965,99.3213913,143.140427,20489.1817,0,0,0,4250,6698,0,0,0,0,99.3362198,58.615363,145.367366,0,0,0,0,4250,5547,0,31,0,68,2640,5292,2501,20,0,0,0,0,1.44E+15,34221010.6,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/15 16:14,105928233,18,18,6776,680,1460,0,376.444444,560.08174,271,0,37.7777778,69.8524121,70.3872781,0.33985274,3026520.94,10763275.6,45044093,16,105927840,6231049.41,14999158.5,45044811,75,105927847,6231049.82,14998966.5,45044486,79,0,0,0,0,360,360,0.16992637,0.16992637,0,1460,240.972973,470.675253,221535.194,0,0,0,14,36,0,0,0,1,247.666667,376.444444,37.7777778,0,0,0,0,8,4475,0,188,0,18,2640,2970,9,20,0,0,0,0,1.44E+15,31264825.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-173.194.33.118-41313-443-6,10.152.152.11,41313,173.194.33.118,443,6,24/07/15 16:14,75831853,10,10,2879,1060,1460,0,287.9,572.831069,583,0,106,197.757427,51.9438711,0.26374141,3991150.16,12057586,45055621,15,75831702,8425744.67,16884783.3,45056069,127,75831405,8425711.67,16884640.3,45056018,35,0,0,0,0,200,200,0.13187071,0.13187071,0,1460,187.571429,418.782231,175378.557,0,0,0,7,20,0,0,0,1,196.95,287.9,106,0,0,0,0,8,4115,0,143,0,53,14626,5386,4,20,0,0,0,0,1.44E+15,19550622.7,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/15 16:14,95031690,13,13,2317,2543,835,0,178.230769,252.798719,1460,0,195.615385,427.980634,51.1408352,0.27359295,3801267.6,9526595.07,29865951,15,94992735,7916061.25,12747259.6,29865951,17,95031667,7919305.58,12753626.8,29905186,72,1,0,0,0,260,260,0.13679647,0.13679647,0,1460,183.148148,338.370723,114494.746,0,0,0,12,26,0,0,0,1,190.192308,178.230769,195.615385,0,0,0,0,9,4872,0,89,0,97,2640,3346,8,20,0,0,0,0,1.44E+15,17886205.9,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/15 16:14,90112237,3,3,0,0,0,0,0,0,0,0,0,0,0,0.06658363,18022447.4,24677662.3,45055505,283,90111954,45055977,11.3137085,45055985,45055969,90111691,45055845.5,81.3172798,45055903,45055788,0,0,0,0,60,60,0.03329182,0.03329182,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1.44E+15,36787449.4,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/15 16:15,118012255,303,313,169732,26920,1460,0,560.171617,607.001716,991,0,86.0063898,183.085205,1666.36931,5.21979688,191889.846,731707.271,6423631,7,118011827,390767.639,1010860.08,6423932,19,118011944,378243.41,993630.863,6423983,7,0,0,0,0,6060,6260,2.56752996,2.65226692,0,1460,321.089141,505.882372,255916.974,0,0,0,244,616,0,0,0,1,321.61039,560.171617,86.0063898,0,0,0,0,12,4842,0,275,0,43,21142,8323,216,20,0,0,0,0,1.44E+15,35469851,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/15 16:15,119994993,268,252,12791,138684,308,0,47.7276119,75.9137377,1460,0,550.333333,587.915597,1262.34434,4.33351415,231204.225,980730.176,8286094,7,119994993,449419.449,1333703.18,8324473,7,119994548,478065.928,1372052.06,8286094,32,1,0,0,0,5360,5040,2.23342652,2.10008763,0,1460,290.963532,482.649702,232950.735,0,0,0,224,520,0,0,0,0,291.523077,47.7276119,550.333333,0,0,0,0,14,4016,0,24,0,266,21627,9520,99,20,0,0,0,0,1.44E+15,36047314.7,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/15 16:16,119971592,3530,3137,195651,421633,215,0,55.4252125,51.4979545,1460,0,134.406439,191.507327,5145.25139,55.571489,17997.5386,18108.9999,120207,21,119971592,33995.9173,25518.9225,132459,116,119928540,38242.5191,23893.0327,140889,175,1,0,0,0,70600,62740,29.4236322,26.1478567,0,1460,92.6063287,142.166127,20211.2077,0,0,0,4129,6667,0,0,0,0,92.620219,55.4252125,134.406439,0,0,0,0,4130,5145,0,29,0,63,5292,5292,2421,20,0,0,0,0,1.44E+15,34602821.8,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-173.194.33.118-41313-443-6,10.152.152.11,41313,173.194.33.118,443,6,24/07/15 16:16,76007223,10,10,2879,1060,1460,0,287.9,572.831069,498,0,106,186.813633,51.824022,0.26313289,4000380.16,12066893.8,45055475,11,76006973,8445219.22,16894038.4,45055972,98,76006726,8445191.78,16893791,45055839,11,0,0,0,0,200,200,0.13156644,0.13156644,0,1460,187.571429,416.514894,173484.657,0,0,0,7,20,0,0,0,1,196.95,287.9,106,0,0,0,0,8,3773,0,143,0,53,14626,5386,4,20,0,0,0,0,1.44E+15,19595456.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-173.194.40.238-46219-443-6,10.152.152.11,46219,173.194.40.238,443,6,24/07/15 16:16,91343897,19,19,1967,5439,1349,0,103.526316,306.253049,1460,0,286.263158,462.13921,81.0782137,0.41601028,2468753.97,10318299.7,45087827,19,91343461,5074636.72,14541783.7,45088122,47,91343449,5074636.06,14541772.7,45088263,45,0,0,0,0,392,392,0.20800514,0.20800514,0,1460,189.897436,393.59295,154915.41,0,2,0,14,37,0,0,0,1,194.894737,103.526316,286.263158,0,0,0,0,16,5915,0,51,0,143,14600,1229,7,20,0,0,0,0,1.44E+15,18113330.8,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/15 16:16,118980714,20,20,2678,4633,835,0,133.9,212.176416,1460,0,231.65,463.016798,61.4469333,0.33618894,3050787.54,8284290.11,27843603,14,118980575,6262135.53,11125189.2,27843617,64,118980700,6262142.11,11125477,27843656,145,1,0,0,0,400,400,0.16809447,0.16809447,0,1460,180.390244,354.737289,125838.544,0,0,0,18,40,0,0,0,1,184.9,133.9,231.65,0,0,0,0,8,3260,0,66,0,115,2640,3346,12,20,0,0,0,0,1.44E+15,18051832.9,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/15 16:16,118691440,27,27,12780,1020,1460,0,473.333333,593.945478,271,0,37.7777778,70.278749,116.267862,0.4549612,2239461.13,8916221.65,45028426,12,118691239,4565047.65,12422760,45028702,116,118691105,4565042.5,12422608.9,45028787,19,0,0,0,0,540,540,0.2274806,0.2274806,0,1460,277.454545,496.018325,246034.178,0,0,0,20,54,0,0,0,1,282.592593,473.333333,37.7777778,0,0,0,0,8,5567,0,236,0,18,2640,2970,16,20,0,0,0,0,1.44E+15,47535611.4,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/15 16:16,90112388,3,3,0,0,0,0,0,0,0,0,0,0,0,0.06658352,18022477.6,24677578.1,45055558,449,90111887,45055943.5,89.8025612,45056007,45055880,90111939,45055969.5,292.035101,45056176,45055763,0,0,0,0,60,60,0.03329176,0.03329176,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1.44E+15,36787335.9,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/15 16:17,119985238,295,306,169930,26441,1460,0,576.033898,608.448528,821,0,86.4084967,185.063923,1636.62633,5.00894952,199975.397,670150.488,6325336,8,119985025,408112.33,916511.639,6325686,17,119984759,393392.652,899547.332,6325570,8,0,0,0,0,5900,6120,2.45863579,2.55031373,0,1460,328.622924,510.419604,260528.172,0,0,0,237,601,0,0,0,1,329.169717,576.033898,86.4084967,0,0,0,0,9,5143,0,282,0,43,21142,8323,214,20,0,0,0,0,1.44E+15,35078902.6,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/15 16:17,119899534,268,256,13575,135212,485,0,50.6529851,82.8787917,1460,0,528.171875,584.911391,1240.93059,4.37032558,229253.411,1110855.68,11165996,5,119899534,449061.925,1524816.81,11166291,8,119859082,470035.616,1558751.23,11166444,29,1,0,0,0,5360,5120,2.23520468,2.13512089,0,1460,283.727619,476.435977,226991.241,0,0,0,227,524,0,0,0,0,284.269084,50.6529851,528.171875,0,0,0,0,15,4256,0,25,0,258,21627,9520,102,20,0,0,0,0,1.44E+15,35157397.6,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/15 16:18,119991799,3648,3232,215298,502684,177,0,59.0180921,51.6037368,1038,0,155.533416,201.240835,5983.59226,57.3372519,17443.2038,17532.4204,113467,0,119970222,32895.5914,24084.5552,138077,70,119969371,37130.7245,23456.5654,143881,25,0,0,0,0,72960,64640,30.4020777,26.9351741,0,1038,104.342683,150.838192,22752.1602,0,0,0,4389,6880,0,0,0,0,104.357849,59.0180921,155.533416,0,0,0,0,4389,5984,0,31,0,73,5292,5292,2579,20,0,0,0,0,1.44E+15,33924840.5,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-173.194.40.238-46219-443-6,10.152.152.11,46219,173.194.40.238,443,6,24/07/15 16:18,104810087,5,6,0,154,0,0,0,0,85,0,25.6666667,40.0832467,1.46932423,0.10495173,10481008.7,18782279.8,45055562,28,104810003,26202500.8,22571171.8,45056025,49898,104809642,20961928.4,22784670.1,45056115,112,0,0,0,0,100,120,0.04770533,0.0572464,0,85,12.8333333,30.165704,909.969697,1,0,0,2,11,0,0,0,1,14,0,25.6666667,0,0,0,0,0,0,0,0,0,14,2257,1229,0,20,0,0,0,0,1.44E+15,38733508.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-173.194.33.118-41313-443-6,10.152.152.11,41313,173.194.33.118,443,6,24/07/15 16:18,90112533,3,3,0,0,0,0,0,0,0,0,0,0,0,0.06658341,18022506.6,24677744.7,45055836,367,90112096,45056048,219.203102,45056203,45055893,90112047,45056023.5,352.846284,45056273,45055774,0,0,0,0,60,60,0.03329171,0.03329171,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14626,5386,0,20,0,0,0,0,1.44E+15,36787611.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/15 16:18,74939722,12,12,4132,340,1460,0,344.333333,584.621297,117,0,28.3333333,43.4873719,59.6746276,0.32025739,3258248.78,10938481.2,45023412,13,74939294,6812663.09,15381968.6,45024057,57,74939077,6812643.36,15381843.4,45023604,13,0,0,0,0,240,240,0.1601287,0.1601287,0,1460,178.88,428.800295,183869.693,0,0,0,8,24,0,0,0,1,186.333333,344.333333,28.3333333,0,0,0,0,10,5769,0,172,0,14,2640,2970,6,20,0,0,0,0,1.44E+15,17557889.2,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/15 16:18,96006245,13,13,2333,2543,758,0,179.461538,243.538024,1460,0,195.615385,427.980634,50.7883628,0.27081572,3840249.8,9260024.68,27871080,4,96006175,8000514.58,12287262.2,27871113,12,96006212,8000517.67,12287579,27871098,35,1,0,0,0,260,260,0.13540786,0.13540786,0,1460,183.740741,335.212859,112367.661,0,0,0,12,26,0,0,0,1,190.807692,179.461538,195.615385,0,0,0,0,6,28020,0,89,0,97,2640,3346,8,20,0,0,0,0,1.44E+15,16866594,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/15 16:18,90433756,4,4,53,53,53,0,13.25,26.5,53,0,13.25,26.5,1.17212869,0.08846254,12919108,21942704.9,45055860,101,90433385,30144461.7,25798942.5,45056072,354415,90433523,30144507.7,25799271.6,45056231,354081,1,0,0,0,80,80,0.04423127,0.04423127,0,53,17.6666667,26.5,702.25,0,0,0,2,8,0,0,0,1,19.875,13.25,13.25,0,0,0,0,0,0,0,6,0,6,2373,1315,0,20,0,0,0,0,1.44E+15,36829920.9,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/15 16:19,114538912,294,303,164390,26649,1460,0,559.14966,608.296905,1161,0,87.950495,179.961385,1667.89606,5.21220247,192179.383,671715.568,5640718,5,114538655,390916.911,920599.998,5641005,19,114538701,379267.222,906272.764,5641066,5,0,0,0,0,5880,6060,2.56681328,2.64538919,0,1460,321.904682,505.622723,255654.338,0,0,0,236,597,0,0,0,1,322.443886,559.14966,87.950495,0,0,0,0,10,5113,0,275,0,44,21142,8323,208,20,0,0,0,0,1.44E+15,34452480.3,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/15 16:19,119410106,261,245,12074,127017,308,0,46.2605364,70.0808951,1460,0,518.436735,584.335205,1164.81766,4.23749729,236455.655,1191062.97,11541757,8,119410106,459269.638,1630597.96,11542044,8,119407523,489375.094,1680707.01,11542074,31,1,0,0,0,5220,4900,2.18574465,2.05175264,0,1460,274.477318,472.164921,222939.712,0,0,0,221,506,0,0,0,0,275.019763,46.2605364,518.436735,0,0,0,0,18,4008,0,23,0,251,21627,9520,103,20,0,0,0,0,1.44E+15,34440228.7,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/15 16:20,119995754,3533,3175,190131,537809,180,0,53.8157373,50.3501079,1460,0,169.388661,206.915328,6066.38132,55.901978,17891.1218,18399.4913,133812,4,119995754,33973.8828,25454.4354,149003,91,119955813,37793.2618,23713.7554,149187,60,0,0,0,0,70660,63500,29.4427084,26.4592696,0,1460,108.502012,157.874886,24924.4796,0,0,0,4219,6708,0,0,0,0,108.518187,53.8157373,169.388661,0,0,0,0,4220,6068,0,28,0,80,2640,5292,2397,20,0,0,0,0,1.44E+15,34715939.4,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-173.194.33.118-41313-443-6,10.152.152.11,41313,173.194.33.118,443,6,24/07/15 16:20,91105707,9,9,2879,1060,1460,0,319.888889,598.030401,498,0,117.777778,215.339719,43.2354913,0.19757269,5359159.24,14939441.1,45099575,17,91105282,11388160.3,20777138,45100043,283,91105449,11388181.1,20777090.6,45100000,206,0,0,0,0,180,180,0.09878635,0.09878635,0,1460,284.157895,520.434035,270851.585,0,0,0,6,18,0,0,0,1,299.944444,319.888889,117.777778,0,0,0,0,7,3911,0,159,0,58,14626,5386,3,20,0,0,0,0,1.44E+15,26177985.7,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/15 16:20,74939707,10,10,4132,340,1460,0,413.2,621.382473,271,0,34,86.0503728,59.6746395,0.26688121,3944195.11,11973877.6,45055528,20,74939394,8326599.33,16779566.9,45055999,151,74939236,8326581.78,16779390,45055934,20,0,0,0,0,200,200,0.13344061,0.13344061,0,1460,212.952381,464.126435,215413.348,0,0,0,6,20,0,0,0,1,223.6,413.2,34,0,0,0,0,8,5596,0,206,0,17,2640,2970,6,20,0,0,0,0,1.44E+15,19208900.5,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/15 16:20,92177398,19,18,2556,4633,835,0,134.526316,218.317905,1460,0,257.388889,482.277579,77.9909192,0.40139992,2560483.28,7710900.5,28481827,15,92177296,5120960.89,10425121.9,28481827,15,92177314,5422194.94,10663740.3,28518862,82,1,0,0,0,380,360,0.20612428,0.19527564,0,1460,191.421053,366.250072,134139.115,0,0,0,17,37,0,0,0,0,196.594595,134.526316,257.388889,0,0,0,0,8,4243,0,69,0,125,2640,3346,11,20,0,0,0,0,1.44E+15,14404630,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-173.194.40.229-51379-443-6,10.152.152.11,51379,173.194.40.229,443,6,24/07/15 16:20,91236199,20,20,3116,5265,1460,0,155.8,345.696033,1460,0,263.25,460.332932,91.8604687,0.43842247,2339389.72,10052010.7,45027645,12,91235680,4801877.89,14171681.6,45028019,43,91235836,4801886.11,14171667.9,45028164,51,0,0,0,0,412,412,0.21921124,0.21921124,0,1460,204.414634,401.718681,161377.899,0,2,0,14,39,0,0,0,1,209.525,155.8,263.25,0,0,0,0,17,6965,0,77,0,131,14600,1594,9,20,0,0,0,0,1.44E+15,17639417.9,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/15 16:21,90112430,3,3,0,0,0,0,0,0,0,0,0,0,0,0.06658349,18022486,24677745.7,45055757,352,90111981,45055990.5,167.584307,45056109,45055872,90112078,45056039,202.232539,45056182,45055896,0,0,0,0,60,60,0.03329174,0.03329174,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1.44E+15,36787571.5,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/15 16:21,115147699,288,307,172403,27479,1460,0,598.621528,608.436746,996,0,89.5081433,192.127602,1735.8749,5.16727651,193851.345,684646.231,5369073,8,115147511,401210.84,945526.476,5369462,16,115147398,376298.686,918199.651,5369329,8,0,0,0,0,5760,6140,2.50113552,2.66614099,0,1460,337.822148,514.200009,264401.649,0,0,0,237,595,0,0,0,1,338.389916,598.621528,89.5081433,0,0,0,0,11,5211,0,289,0,46,21142,8323,220,20,0,0,0,0,1.44E+15,35444864.5,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
